// overflow areas start at 449000, with 100 lines for each scenario starting at 
// 449000 + (scenarioNo - 1) * 100

//
// Scenario One
//

447311 "+ 带领伯拉西达率<Hippeus>三百卫士前往阿堪修斯旁边标记的葡萄园，说服这座城市与你结盟。"
447312 "+ 摧毁阿堪修斯城外的 3 座磨坊，鼓舞这座城市投降。"
447313 "+ 伯拉西达必须活着。"
447314 "- 击溃雅典人的伏击。"
447315 "+ 在安菲波利斯城外击败雅典军队，迫使该城投降。"
447316 "+ 将伯拉西达带到安菲波利斯。"
447317 "+ 安菲利波斯内的堡垒必须存活下来。"
447318 "+ 让所有 5 座城市都与你结盟。\n结盟城市：<Cities Owned>"
447319 "通过以下方式占领城市："
447320 "- 占领其堡垒"
447321 "- 在城市外标旗区域中建造一座堡垒。"
447322 "- 带领伯拉西达<units>前往城市旁的标旗区域，说服他们与你结盟。"
447323 "- 向帕迪卡斯进贡 <PerdiccasGold> 黄金以促成与他结盟。"
447324 "- 在堡垒招募吕山德的突袭者。"
447325 "- 在兵营招募希洛希腊步兵。"
447326 "+ 击败克里昂。"
447327 "- 帕迪卡斯背叛了你！-"
447328 "吕山德的突袭者"
447329 "生产<b>吕山德的突袭者<b> (<cost>)\n精锐单位，通过消灭敌方单位和摧毁敌方建筑来产生黄金。\n<hp> <attack> <armor> <piercearmor> <range>"
447330 "- 已生产希洛人希腊步兵。-"
447331 "希洛希腊步兵"
447332 "生产<b>希洛希腊步兵<b> (<cost>)\n由希洛人组成的希腊步兵，效忠于伯拉西达。\n<hp> <attack> <armor> <piercearmor> <range>"
447333 "- 已招募吕山德的突袭者。-"
447334 "- 已召回吕山德的突袭者。-"
447335 "- 已生产希洛人希腊步兵。-"
447336 "堡垒里有吕山德的突袭者。"
447337 "生产<b>吕山德的突袭者<b> (<cost>)\n精锐单位，通过消灭敌方单位和摧毁敌方建筑来产生黄金。\n 任何时候一次只能派出 20 个。\n<hp> <attack> <armor> <piercearmor> <range>"
447338 "<BLUE>克里昂在 %d 后攻击安菲波利斯"
447339 "1. 你可以通过以下两种方式之一占领城市：要么减少中心堡垒的生命值，要么在城墙外的标旗区域建造自己的堡垒。\n\n2. 敌方城市——雅典人的盟友将试图夺回被占领的城市。\n\n3. 你不能建造港口或造船厂。"
447340 "<AQUA>要想得到帕迪卡斯的支持，需在 %d 内进贡"
447341 "+ 将伯拉西达带到安菲波利斯东部的山上，与克里昂对峙。"
447342 "<AQUA>向帕迪卡斯进贡的剩余时间：%d"
447343 "马其顿人"

//
//Scenario Nineteen
//

447400 "<RED>吉利普斯：吕山德，你能加入我们真是太好了！目前的情况是这样的，雅典人想要砌墙围城。"
447401 "<RED>吉利普斯：作为反制手段，锡拉库萨人计划笔直向上建造一座自己的墙来拦截雅典人。我们的任务是保护他们，并确保拖慢雅典人的进度。"
447402 "<RED>吉利普斯：吕山德，听闻你身穿的伯拉西达盔甲是所有感念他帮助之恩的人们专门为他锻造的，是真的吗？"
447403 "<RED>吕山德：他几乎不会再有机会使用了。"
447404 "<RED>吉利普斯：吕山德，告诉我们，你从伟大而高贵的伯拉西达身上学到了什么？"
447405 "<RED>吕山德：我学到了慷慨赴死易，安然取胜难。"
447406 "<RED>吉利普斯：我们俩个人很像，同父异母的兄弟，母亲都是希洛人，一路摸爬滚打上来的！"
447407 "<RED>吕山德：我们没有半点相似之处。还有，死在我刀下的人没人问过我的血统。"
447408 "<RED>吉利普斯：我觉得我们可以成为好朋友，携手为斯巴达实现宏图霸业！甚至在这个过程中还能让自己变得富有。"
447409 "<RED>吕山德：我不需要朋友，我宁愿树立更多敌人。"
447410 "<RED>吉利普斯：这群阴险之人的墙怎么建造得这么快？"
447411 "<RED>吉利普斯：进度不错，很不错！我很想出去帮着你们一起干，可偏偏今天痛风犯了。应该都是这些西西里香肠给害的…"
447412 "<RED>吉利普斯：要想再往上建的话，就必须拆掉雅典人的堡垒。真是一群狡猾的家伙，在那里建了一座堡垒。"
447413 "<RED>吕山德：那座堡垒就是一堆会冒烟儿的石头，继续建墙。"
447414 "<RED>吕山德：无论在哪里，重赏之下必有勇夫。"
447415 "<RED>吕山德：保护城墙！"
447416 "<RED>吕山德：雅典人攻击城墙了！"
447417 "<RED>吕山德：立即保卫城墙！"
447418 "<RED>吉利普斯：噢，宙斯啊！他们正在攻击城墙！"
447419 "<RED>吉利普斯：保护城墙！"
447420 "<RED>吉利普斯：他们想摧毁城墙！"
447421 "<RED>吉利普斯：阻止那些雅典人！"
447422 "<RED>吕山德：兄弟们，拿起大锤和镐，把他们的城墙砸个粉碎。"
447423 "<RED>吕山德：摧毁雅典人建的那座墙！"
447424 "<RED>吉利普斯：雅典人的墙已经高过我们了！"
447425 "<RED>吉利普斯：雅典人的进度比我们快！"
447426 "<RED>吕山德：在那里：我们已经破除了雅典人三流策略。现在，该轮到我们继续进攻了。"
447427 "<RED>吉利普斯：太棒了！我真是看够那座堡垒了。"
447428 "<RED>吕山德：我们已经把这座堡垒夷为平地。这些尸体就留给老鼠慢慢享用。"
447429 "<RED>吉利普斯：感谢双子神保佑！相比你的健谈，你在战场上的表现更胜一筹，吕山德！"
447430 "<RED>吕山德：这座堡垒就是一堆石头，都是敌军的墓碑而已。"
447431 "<RED>吉利普斯：如果监督官得知这场胜利，他们一定会嘉奖于我！哦，当然也有你的份。"
447432 "<RED>吕山德：把这些伐木工的尸体像柴火一样堆起来。"
447433 "<RED>吕山德：用木料点起火堆，连同尸体一起烧掉。"
447434 "<RED>吕山德：没有木材，何来船只。"
447435 "<RED>吕山德：烧掉木材。"
447436 "<RED>吕山德：这些伐木工给自己造了一个火葬堆。点燃木材。"
447437 "<RED>吕山德：雅典人认为我们在海上伤不到他们。打碎他们的船桨，还有他们的自大。"
447438 "<RED>吕山德：我们要想赢下这场战争，就需要在海战中取得更多胜利。"
447439 "<RED>吕山德：雅典人对口腹之欲完全没有节制。摧毁他们的仓库和补给船，让他们饿到前胸贴后背。"
447440 "<RED>吕山德：雅典的橄榄油一点就着。"
447441 "<RED>吕山德：雅典人要去啃树皮喽！"
447442 "<RED>吕山德：让雅典人去泥巴地里找东西吃吧。"
447443 "<RED>吕山德：鲨鱼们将会饱餐一顿，而雅典人却只能挨饿。"
447444 "<RED>吕山德：正愁我们手上没有像样的战马时，雅典人就好心地给我们送了一批过来。"
447445 "<RED>吉利普斯：斯巴达骑兵，真是新奇又壮观！"
447446 "<RED>吉利普斯：吕山德，要说暴力你可能是专家，但说到战争，士气也很重要。收复奥林匹亚宙斯神庙，士兵们到时会士气大振！"
447447 "<RED>吉利普斯：啊哈，奥林匹亚宙斯神庙是我们的了。锡拉库萨人加固这个地方需要些什么，都给他们。"
447448 "<RED>吉利普斯：吕山德，做好准备！雅典人正在密谋一场大规模的进攻！"
447449 "<RED>吕山德：他们选择在敌我难辨的夜晚发起进攻，真是愚蠢！我们应该好好利用这一点。"
447450 "<RED>吕山德：这样应该就可以了。"
447451 "<RED>吕山德：一群瞎眼的蠢货。他们打的是自己的盟友。"
447452 "<RED>吉利普斯：吕山德，锡拉库萨人已经为你修好了这艘船。如你所见，它曾经属于一个名叫狄奥尼修斯的老海盗，他在爱奥尼亚起义后来到这里劫掠过往的迦太基商人。"
447453 "<RED>吉利普斯：吕山德，你本该给我们带来胜利的。可如今，锡拉库萨却沦陷了！"
447454 "<RED>吉利普斯：一场光荣的胜利——对一对莫萨克斯来说还不错吧？"
447455 "<RED>吕山德：在雅典被摧毁之前，没有什么值得庆祝的事情了。我现在知道该怎么做了，我们需要一支舰队。"
447456 "19. 去城墙！"
447457 "公元前 414 年，西西里"
447458 "雅典人打算用石墙围住锡拉库萨，从而迫使其投降。锡拉库萨人和斯巴达人有完美的对策：反砌墙。"
447459 "吉利普斯"
447460 "叙拉古"
447461 "拉布达伦堡垒"
447462 "普莱米利翁堡垒"
447463 "宙斯神庙"
447464 "宙斯神庙女祭司"
447465 "狄奥尼修斯的旗舰"
447466 "锡拉库萨城墙"
447467 "雅典城墙"
447468 "补给船"
447469 "联队长"
447470 "+ 锡拉库萨内的两座堡垒必须存活下来。"
447471 "+ 夷平雅典人的堡垒，以继续修建城墙。"
447472 "+ 赢得修建城墙比赛：确保锡拉库萨城墙最先修到最后一面旗帜。"
447473 "+ 打破雅典的海上封锁。"
447474 "+ 摧毁阻挡锡拉库萨城墙的雅典城墙。"
447475 "- 在堡垒附近为吕山德选择一支精锐护卫：\n继续沿用伯拉西达的老兵或选择吕山德的突袭者。"
447476 "- 摧毁 <storehouse>/3 座仓库。"
447477 "- 将狄奥尼修斯的旗舰带到巨港。"
447478 "- 在奥林匹亚宙斯神庙击败雅典部队。"
447479 "- 向锡拉库萨进贡 500 石料，这样他们就能加固圣殿。"
447480 "- 将吕山德移到 <torch>/4 个火炬前灭火。"
447481 "+ 摧毁 <forts>/4 个雅典堡垒。"
447482 "- 摧毁 <lumber camps>/5 个雅典伐木场。"
447483 "- 击沉雅典补给船。"
447484 "- 摧毁雅典马厩以强化你的骑兵。"
447485 "选择<b>吕山德的掠夺者<b>\n精锐单位，通过消灭敌方单位和摧毁敌方建筑来产生黄金。\n<hp> <attack> <armor> <piercearmor> <range>"
447486 "伯拉西达人"
447487 "选择<b>伯拉西达人<b>\n伯拉西达精锐护卫的老兵。\n<hp> <attack> <armor> <piercearmor> <range>"
447488 "- 摧毁 3 个雅典马厩以获得冲击骑兵。"
447489 "- 拉布达伦堡垒阻挡了你的城墙！-"
447490 "- 已获取雅典坐骑：长矛骑兵升级至冲击骑兵！-"
447491 "- 抵御雅典人对城墙的大规模攻击。"
447492 "雅典人的大规模攻击在 %d 后开始"
447493 "村民和攻城单位已启用！"
447494 "雅典军队"
447495 "雅典海军"
447496 "已摧毁伐木场：雅典海军现在只能生产弱小的战船了！"
447497 "已摧毁仓库：雅典军队将很难训练更多的士兵了！"
447498 "- 摧毁  <storehouse>/3 名雅典仓库以削弱雅典军队。"
447499 "- 摧毁 <lumber camps>/5 个雅典伐木场以削弱雅典海军。"
447500 "1. 在本剧本的第一部分，你无法训练村民。要产生资源，可使用捕鱼船来捕捞鱼类和牡蛎，并与锡拉库萨的市场和港口进行交易。更改港口的商船比例，以调整产生的资源。\n\n2. 雅典人试图用城墙围困锡拉库萨；锡拉库萨人试图建造城墙来拦截雅典人。确保锡拉库萨人在这次“修建城墙比赛”中获胜，尽可能保护锡拉库萨的建筑工，同时突袭雅典的建筑工。\n\n3. 不要在修建城墙比赛期间尝试直接攻击雅典人的基地；你不可能成功。\n\n4. 修建城墙比赛获胜后，你就能获得村民和攻城单位，这样你就可以进攻了。\n\n5. 吕山德现在身披伯拉西达的护甲；如果你为伯拉西达获得任何光环效果，它们现在就属于吕山德。\n\n6. 雅典人在陆地和海上都很强大，但如果他们的补给被摧毁，他们将在战斗中不堪一击。\n\n7. 在本剧本中选择的护卫也会在以后的剧本中持续生效。你可以在堡垒附近选择你的护卫，并在堡垒招募更多护卫。"
447501 "削弱雅典人："
447502 "- 向宙斯神庙进贡 500 石料，加固圣殿并获得加成。"
447503 "已拯救宙斯神庙：步兵的生命值 +30！"
447504 "用渔船采集食物和黄金，用商船交易木材和黄金。"
447505 "西西里"
447506 "<b>伯拉西达人<b>\n伯拉西达精锐护卫的老兵。\n<hp> <attack> <armor> <piercearmor> <range>"
447507 "生产<b>伯拉西达人<b> (<cost>) \n独特的多功能步兵单位。适于攻击建筑和步兵。不适于远程攻击弓兵。\n一次只能派出 24 个。\n<i>升级：攻击力，护甲 (铁匠铺)；费用，速度，攻击力 (兵营)；生产速度 (堡垒)；更难被招降 (圣殿)。<i> \n<hp> <attack> <armor> <piercearmor> <range>"
447508 "生产<b>伯拉西达人<b> (<cost>) \n独特的远程单位。适于远程攻击单位。不适于攻击掷矛手、投石车和近程单位。\n一次只能派出 18 个。\n <i>升级：攻击力，射程，护甲 (铁匠铺)；攻击力，准确度 (翰林院)；准确度 (靶场)；生产速度 (堡垒)；更难被招降 (圣殿)。<i> \n <hp> <attack> <armor> <piercearmor> <range>"
447509 "生产<b>伯拉西达人<b> (<cost>) \n强大的独特骑兵单位。适于攻击步兵和弓兵。不适于攻击长矛单位和女祭司。\n任何时候只能派出 12 个。\n <i>升级：攻击力，护甲 (铁匠铺)；速度，生命值 (马厩)；更难被招降 (圣殿)。<i> \n <hp> <attack> <armor> <piercearmor> <range>"
447510 "+ 保卫锡拉库萨建筑工，尽可能袭击雅典建筑工。"
447511 "- 摧毁雅典伐木场以削弱雅典海军。-"
447512 "- 你现在可以在堡垒附近选择你的护卫。-"


//
//Scenario Twenty
//

447600 "<ORANGE>居鲁士：吕山德，我会尽可能多地给你送黄金来。至于剩下的部分，你可以从雅典的盟友那里搜刮，只要确保以弗所的造船匠能够获得充足的供给就可以。"
447601 "<RED>吕山德：我已经准备好横扫爱奥尼亚了。我们的行动必须迅速，要趁雅典海军毫无防备之时发动攻击。"
447602 "<RED>吕山德：将士们，尽情享受杀戮吧，不过你们要紧紧盯住米利都，只要攻下米利都，我们就能瓦解爱奥尼亚的雅典势力。"
447603 "<RED>吕山德：每个水手每天四枚欧宝，先付一个月的。只要你点头，我们就帮你从这里到赫拉克勒斯之柱的雅典船只都给击沉。"
447604 "<ORANGE>居鲁士：吕山德，我找了几个特别棘手的城市来给你发泄怒火。如果你能攻占这些城市，说不定还能赚点外快。"
447605 "<RED>吕山德：迅速完成抢掠。还有很多城市等着我们去放火。"
447606 "<ORANGE>居鲁士：干得漂亮，吕山德。波斯大王已经批准了奖赏，我觉得等我继承王位后，像你这样的人一定大有可为。"
447607 "<RED>吕山德：将这个交给舰队。"
447608 "<RED>吕山德：利用这些资源，为我打造海军吧。"
447609 "<RED>吕山德：造船匠们，干活吧。谁要是敢偷懒，我饶不了你们。"
447610 "<RED>吕山德：我希望在启航前对每艘船进行彻底的检查。"
447611 "<RED>吕山德：为我打造舰队吧。"
447612 "<RED>吕山德：用灰烬掩埋敌人的尸骨，然后离开这里。"
447613 "<RED>吕山德：能拿多少就拿多少。我们还有更肥美的猎物要捕猎。"
447614 "<RED>吕山德：快速洗劫，就像我教你们的那样。我们还要去踏平更多的城镇。"
447615 "<RED>吕山德：洗劫商店，搜刮富人的钱包。"
447616 "<RED>吕山德：带着战利品离开时，注意别被尸体绊倒。"
447617 "<RED>吕山德：别管死人，拿走战利品就好。"
447618 "<RED>吕山德：用死者的财富填满我们的宝库。"
447619 "<RED>吕山德：清空商店，扒光尸体，准备上路。"
447620 "<RED>吕山德：谷仓和酒馆无足轻重；豪宅和宝库才是重点。"
447621 "<RED>吕山德：尽可能往行囊里多塞些东西，然后准备出发。"
447622 "<RED>吕山德：盘问所有衣着光鲜的人，那些人一定会把黄金埋在附近的某个地方。"
447623 "<RED>吕山德：将士们，现在所做的一切都是为了日后洗劫雅典的简单演练。"
447624 "<RED>吕山德：等我拿下雅典，就不会有人敢称我为莫萨克斯。也不会有人敢说我是伯拉西达第二了。"
447625 "<RED>吕山德：那些黄眼睛的监督官妄想嘲笑我，认为我是没有船的光杆司令。愚蠢。"
447626 "<RED>吕山德：人们会记住我的名字。吕山德，雅典战争的胜利者，斯巴达大将军。 "
447627 "<RED>吕山德：推倒雅典的城墙后，我会让阿基斯国王亲眼见证我的胜利，并承认为我吕山德赢得了斯巴达这场战争。"
447628 "<RED>吕山德：即便我将宙斯的权杖亲手献给斯巴达，元老院里那些窃窃私语的老鼠也一样瞧不上我。"
447629 "<RED>吕山德：人人都在说伯拉西达，高贵的伯拉西达，英勇的伯拉西达，万民爱戴的伯拉西达。高贵的身份不过换来一个英年早逝的下场。"
447630 "<ORANGE>居鲁士：看来你是个喜欢挑战的人，吕山德。我敢说要是多几个像你这样的人，一定对我父亲的朝廷大有裨益。"
447631 "<ORANGE>居鲁士：要知道，这片土地曾在波斯人的统治下安居乐业...直到雅典人的到来。"
447632 "<ORANGE>雇佣兵队长：我的人曾与涂满战妆的高卢人厮杀，他们驯服过狂野的斯基泰人，用长矛刺死过印度的大象，只要给钱我们就愿意为你效力。"
447633 "<ORANGE>雇佣兵队长：你是个很清楚自己想要什么的人，没错吧？"
447634 "<ORANGE>雇佣兵队长：我听说这场战争对斯巴达的人员消耗很大。给我们些黄金，我们能填补你们战线中的缺口。"
447635 "<RED>吕山德：我希望你跟上我的人，同时注意侧翼方向。"
447636 "<ORANGE>居鲁士：米利都一直以来都是这片地区最大的麻烦。期待你将这座城市搅得天翻地覆。"
447637 "<ORANGE>居鲁士：我希望你能尽快攻下米利都，吕山德。"
447638 "<ORANGE>居鲁士：吕山德，你这个笨蛋，雅典人得知了你的计划，他们已经将舰队撤到了更加安全的港口。你太让我失望了！"
447639 "<ORANGE>居鲁士：你的行进速度太慢了，米利都的防御工事已经部署完成！现在想攻下这里已经不可能了！"
447640 "<ORANGE>居鲁士：你让我的黄金都打了水漂！就算是阿里斯塔格拉斯都比你有用！"
447641 "<RED>吕山德：内部的明争暗斗使米利都苦不堪言，虽然城市由亲雅典的民主派系掌权，但如果我们能为寡头派系提供帮助，那他们也会助我们拿下这座城市。"
447642 "<RED>吕山德：大家一致认为：寡头们将为我们打开米利都的大门。"
447643 "<RED>吕山德：如今我们已经肃清了爱奥尼亚，接下来我们要净化海洋。舰队准备出发。"
447644 "<RED>吕山德：水手们，我就不说废话浪费你们的时间了。扑向那些毫无防备的雅典人，像打碎廉价瓶子一样击碎他们的船只，让鲨鱼尽情享受一顿大餐。"
447645 "<RED>吕山德：目光燃烧着怒火的福波斯啊，请倾听我的呼唤！冲入我的敌人之中，播撒致命的恐惧，我会为你宰杀十只肥美的山羊。"
447646 "<RED>吕山德：雅典人，现在长墙的后面还有人能让你们吃饱饭吗？阿瑞斯在上，我几乎就要尝到胜利的滋味了。"
447647 "20. 鲜血与黄金"
447648 "公元前 407 年，爱奥尼亚"
447649 "吕山德被任命为海军上将...一个没有舰队的将军。但这无关紧要：当他在以弗所建立舰队时，他将洗劫雅典在爱奥尼亚海岸的盟友。"
447650 "居鲁士"
447651 "诺提姆"
447652 "普里恩"
447653 "爱奥尼亚城镇"
447654 "爱奥尼亚城镇"
447655 "米利都民主派系"
447656 "米利都寡头派"
447657 "- 摧毁位于米利都的世界奇观。"
447658 "+ 向以弗所进贡黄金，打造你的舰队。"
447659 "+ 掠夺城镇以获取资源 (摧毁他们的堡垒/强化防御塔)。"
447660 "+ 摧毁雅典海军。\n还剩余 <Military Population, 5> 艘雅典船只。"
447661 "- 为居鲁士夺取 <Bonus City>/3 座城市。"
447662 "- 为居鲁士夺取 <Bonus City>/3 座城市以获得额外的黄金。"
447663 "- 劫掠诺提姆。"
447664 "- 通过摧毁诺提姆的堡垒来占领它。这座富有的城市能带来额外的资源。"
447665 "- 洗劫普里恩。"
447666 "- 通过摧毁普里恩的堡垒来占领普里恩。这座富有的城市能带来额外的资源。"
447667 "- 向雇佣兵玩家进贡 1000 黄金，以招募雇佣骑兵。"
447668 "- 支援米利都寡头 (通过堡垒中的新科技)。"
447669 "支援米利都寡头"
447670 "使用<b>支援米利都寡头<b> (<cost>)\n 在米利都寡头与该城市民主派系的斗争中为前者提供援助，他们就会为你打开城门。"
447671 "- 寡头打开了前往米利都的大门！-"
447672 "- 你快没时间了！马上夺取米利都。-"
447673 "- 城镇已劫掠：已掠夺资源！-"
447674 "- 城市已劫掠：已掠夺资源！-"
447675 "支援米利都寡头 (可在以弗所的堡垒获得)。"
447676 "- 通过向米利都寡头们进贡 1000 黄金来支援他们。"
447677 "+ 在计时器结束前摧毁米利都的世界奇观。\n这样做将发起海战。"
447678 "建造的船只：<Military Population, 2>\n(建议为 <ships>+)"
447679 "劫掠诺提姆 (紫色) 和普里恩 (蓝绿色) 获得大量资源！"
447680 "- 建造至少 90 艘船只。"
447681 "- 建造 60 艘船只以获得特殊加成船只。"
447682 "- 建造 90 艘船只以获得特殊加成船只。"
447683 "- 建造 120 艘船只以获得特殊加成船只。"
447684 "- 建造 150 艘船只以获得特殊加成船只。"
447685 "不要忘记向以弗所进贡黄金，打造你的舰队！"
447686 "精锐战船"
447687 "你可以随时发起海战。选择以弗所的世界奇观即可。"
447688 "发起海战"
447689 "<b>发起海战<b>\n这样，你将投入你迄今为止打造的舰队，发起最后一战。"
447690 "你可以随时发起海战。将吕山德带到以弗所内的标旗区域，或继续洗劫城市。"
447691 "+ 尽早发起海战：将吕山德带到以弗所内的标旗区域。"
447692 "- 发起海战：激活以弗所世界奇观中的按钮。"
447693 "要获得额外的资源或船只奖励："
447694 "精锐船只已添加到你的海军！"
447695 "<BLUE>海战在 %d 后开始"
447696 "1. 向以弗所进贡黄金以建立海军。通过洗劫城镇获取资源。你必须谨慎平衡你的黄金支出：维持一支军队来洗劫城镇，但要确保建立一支足够庞大的舰队！\n\n2. 在雅典海军发现你到来之前，你只有有限的好机会。在海战开始之前，确保你拥有一支足够庞大的舰队。\n\n3. 如果你发现一个雇佣兵营地 (橙色)，你可以选择他们营地中的帐篷来招募单位。你也可能会发现一支强大的雇佣骑兵军队，他们会以一定的价格作为交换加入你的阵营。\n\n4. 在本剧本中，你不能训练村民或建造建筑。"
447697 "1. 向以弗所进贡黄金以建立海军。通过洗劫城镇获取资源。你必须谨慎平衡你的黄金支出：维持一支军队来洗劫城镇，但要确保建立一支足够庞大的舰队！\n\n2. 在雅典海军发现你到来之前，你只有有限的好机会。在海战开始之前，确保你拥有一支足够庞大的舰队。"
447698 "已劫掠诺提姆：你的船只现在可以造成范围伤害。"
447699 "已劫掠普里恩：箭船和小艇的攻击力大幅提升。"
447700 "向米利都寡头们进贡以获得他们的支持。"
447701 "已摧毁米利都的世界奇观：利维坦光环得到强化。"
447702 "+ 已达到最大舰队规模"



//
//Scenario Twenty-One
//

447800 "<RED>阿基斯国王：吕山德，你让我们走到这已经很不错了，但还有很多事要做。首先，占领一座基地，这样我就可以把剩余的士兵带进来。"
447801 "<RED>吕山德：随后向雅典进发。我们要将整座城市包围，切断城市的供给，迫使他们投降。"
447802 "<RED>阿基斯国王：吕山德，你对死亡的渴望我早有耳闻...希望你的表现能配得上斯巴达军人的荣耀。 "
447803 "<RED>阿基斯国王：直奔雅典也许不是最明智的做法。我们可以在此之前先攻占其他地方。"
447804 "<RED>阿基斯国王：只有我们建立起新的堡垒，这座城市才算是我们的。"
447805 "<RED>阿基斯国王：干得好，吕山德。接下来我们需要建造新的堡垒来保卫这座城市。"
447806 "<RED>阿基斯国王：这个基地不错。我将祈求女神得墨忒耳的祝福，然后去围攻雅典。吕山德，希望你助我一臂之力。"
447807 "<RED>阿基斯国王：吕山德，请在我们建立基地时保护我的士兵。"
447808 "<RED>阿基斯国王：现在建造一座堡垒来保卫普拉提亚。"
447809 "<RED>吕山德：我们的包围圈越缩越紧。很快，雅典娜之城就会饿莩遍野。"
447810 "<RED>阿基斯国王：只要用我们自己的堡垒取代那座堡垒，萨拉米斯就是我们的了。"
447811 "<RED>吕山德：萨拉米斯曾是雅典人对抗米堤亚人的最后一处庇护所。现在连它也是我们的了。"
447812 "<RED>阿基斯国王：雅典向来对临近其港口的厄基那心存戒备。建造一座堡垒可以为我们保卫此地。"
447813 "<RED>吕山德：从这里我可以直接看到比雷埃夫斯。很快那些码头就会沾满鲜血，而阵亡者的哀嚎将会久久回荡于长墙之上。"
447814 "<RED>吕山德：好家伙，看看我们从厄基那人那里掳来的好东西：来自遥远的拜占庭的赫利俄斯雕像。"
447815 "<RED>阿基斯国王：如果我们自己加固了普绪塔勒阿的防御工事，那么就能获得一个足以威胁雅典港口的绝佳位置。"
447816 "<RED>吕山德：岛上到处都是古代的波斯坟墓。也许雅典人能与米堤亚人斗个旗鼓相当，但不是我们的对手。"
447817 "<RED>阿基斯国王：加固比雷埃夫斯的防御工事！切断雅典人偷运物资的一切路线。"
447818 "<RED>吕山德：雅典船只再也无法进入比雷埃夫斯，没有白银，没有美酒，没有谷物。再也无法吮吸帝国的果实，现在让你们尝尝痛苦的滋味。"
447819 "<RED>吕山德：有趣。这艘三列桨座战船是骄傲的商贾王国厄基那仅存的遗产。"
447820 "<ORANGE>居鲁士：作为助我夺取这些城市的奖励，我给你送来了更多黄金。要确保这些黄金能顺利抵达你的基地——你我都知道雅典人很擅长偷鸡摸狗。"
447821 "<ORANGE>居鲁士：那些混账雅典人弄沉了我的宝船！找到那批黄金被冲上岸的位置，并守住那个地方——如果陛下发现我无意中资助了雅典人，他一定会勃然大怒。"
447822 "<RED>吕山德：波斯黄金分毫未少。"
447823 "<ORANGE>居鲁士：为了确保你能战胜雅典人，我给你送来了更多黄金。要确保这些黄金能顺利抵达你的基地——你我都知道雅典人很擅长偷鸡摸狗。"
447824 "<ORANGE>居鲁士：既然你为我夺下了这些城市，那我就多给你一些黄金。"
447825 "<ORANGE>居鲁士：你曾经迅猛的速度似乎消失不见了...收下这份额外的黄金，把这件事搞定。"
447826 "<RED>阿基斯国王：看来你并不是完全孤立无援，吕山德，由于协助他们发动政变，米利都的寡头派系向你派来了支援。"
447827 "<RED>吕山德：可恶，雅典的盟友派来了援军！这只能证明他们的愚蠢，他们甚至没有意识到他们的主子已经输掉了这场战争。"
447828 "<RED>吕山德：雅典人，我将终结这场战争。我要推倒你们的城墙，摧毁你们的舰队，让你们华丽的神庙中坐满恸哭的寡妇。"
447829 "<RED>阿基斯国王：雅典人获得了来自赛翁尼的增援，赛翁尼这座城市固若金汤，即便是伯拉西达也无法将其攻克。"
447830 "<RED>阿基斯国王：雅典人获得了来自波提狄亚的增援，波提狄亚这座城市固若金汤，即便是伯拉西达也无法将其攻克。"
447831 "<RED>阿基斯国王：雅典人获得了来自托罗涅的增援，托罗涅这座城市固若金汤，即便是伯拉西达也无法将其攻克。"
447832 "<RED>阿基斯国王：雅典人获得了来自迪翁的增援，迪翁这座城市固若金汤，即便是伯拉西达也无法将其攻克。"
447833 "<RED>阿基斯国王：吕山德，你的性情让我担忧。你应该知道，神明无法容忍过度：过度的荣耀、过度的精神、过度的残暴。"
447834 "<RED>吕山德：阿基斯，也许事实令你意想不到，我更受众神的青睐，因为他们从未停止赐予我胜利。"
447835 "<ORANGE>居鲁士：我的探子报告，雅典人正企图重新打造舰队。别让他们坏了你的好事。"
447836 "<ORANGE>居鲁士：我的探子报告，雅典的造船厂动静不小。趁他们夺回海洋之前摧毁他们的海军。"
447837 "<ORANGE>居鲁士：雅典人就要成功夺回海上优势了。阻止他们！"
447838 "<RED>吕山德：阻止那些补给船驶入雅典！我要让雅典人尝尝煮皮革的滋味，绝不能让他们享用雅典帝国的财富。"
447839 "<RED>吕山德：为什么我不能庆祝属于我的荣耀？那些远不如我的人都曾铸造自己的铜像。"
447840 "<RED>吕山德：恨我又如何，只要你害怕我就行。"
447841 "<RED>吕山德：我们包围了雅典。接下来我们要做的就是坚守阵地，坐等饥肠辘辘的敌人摇尾乞怜。"
447842 "<RED>吕山德：他们来了，眼中的狂野与凶狠与亡命之徒别无二致。站稳了，别让他们把你们逼退半步！"
447843 "<RED>吕山德：我听到了，饥肠辘辘的雅典人在嚎叫着寻求解脱。他们很快就会崩溃。"
447844 "<RED>吕山德：他们投降了。他们乞求投降！我胜利了！"
447845 "<RED>吕山德：啊，我多么渴望看到卫城血流成河的模样。 "
447846 "<RED>吕山德：卫城已尽入我手！臣服吧，雅典人，臣服于你们的征服者吧。"
447847 "<RED>阿基斯国王：你最好记住，这场胜利属于斯巴达，而非你一个人。"
447848 "<RED>吕山德：不。这是我的胜利。是我摧毁了他们的舰队，是我让他们食不果腹——他们是在向我求饶。我将得到属于我的荣耀。我的名字将永垂不朽！"
447849 "21. 雅典的衰落"
447850 "公元前 404 年，阿提卡"
447851 "伯罗奔尼撒战争迎来了残酷的结局：吕山德打算围困饿死雅典城里的所有人。不过想要战胜被逼入绝境的人们，从来都不是一件容易的事..."
447852 "阿基斯国王"
